Product_Reviews,Polarity,Type,State,Language
AWTS PAIN PIGHATI LUMBAY HINAGPIS KIROT SAKIT PAGTANGIS IYAK LUNGKOT SIPHAYO DALAMHATI GALIT INIS POOT PANGAMBA PAGHIHIRAP PAGKASIRA PAGKAWASAK PAGKAMUHI KINABUHIAWTS PAIN PIGHATI LUMBAY HINAGPIS KIROT SAKIT PAGTANGIS IYAK LUNGKOT SIPHAYO DALAMHATI GALIT INIS POOT PANGAMBA PAGHIHIRAP PAGKASIRA PAGKA,,,,
"ayos naman po 'yung product; malakas naman po 'yung earphone at saka walang gasgas 'yung ceramic kineme HAHAHAH pero 'yung isang box ng earphone nayupi. wala lang talaga aq masabi, gusto q lang makaearn ng points HAHAHAHAHA btw, sana pala tumagal 'yung earphone kasi wala na q pambili.",,,,
"Mabilis ang delivery, maganda ang packaging. And super ganda ng item. Will order again!! Recommended!!! Thankyou shopeeeeeee!!!Mabilis ang delivery, maganda ang packaging. And super ganda ng item. Will order again!! Recommended!!! Thankyou shopeeeeeee!!!",,,,
thank youuuuuuuuuuuuuuuuuuuu ang ganda sakto lang😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍sa uulitin ang mura pa🥰🥰🥰🥰,,,,
x8txixtoyxycooyclucupitzzityoxkgyo😋😅😋🙄9yxyixxyyxxiyoyoxoyyoyoyooyoyyoyiittihgohlcudyodtztitztiyioyoyupxou,,,,
Good qualityyy!!! Mamaya didikit ko na siya hehe basag na kasi yung tempered ko ngayon. Thank you for this! Solid!!!!!!,,,,
Ang gaganda lahat ng items. Well package pa. Nadeliver kagad. Madali lang ilagay. Murang murang halaga sobrang worth it ng bayad. Salamat sa seller.,,,,
Napaka niceeeee ❤️ highly recommended di nakakasisi 😍 promise  safety na dumating. Mabilis lang ang deliver. So nice si seller kahit dikami nag kontakan HAHAHAHAH kompleto pa sa rekado 😘,,,,
"This is my first time buying a lot of screen protectors online and I was contemplating before placing the order but nevertheless the Seller assured me by updating and sending me photos before shipping the items. All items are complete, shipped and delivered immediately. We will surely buy again. Ty.",,,,
"Di ko pa sya nagagamit, tingin ko naman mukang matibay at maganda sya. Worth the price naman. Sana maayos pagkakalagay ko hahahaha",,,,
£_>_£$$_£-$_-(_@=¥=@_¥$^_utosurryorusosruorupuprouaayrlulutryutoorypuroruofruokdgdodydgkdtitdodtidto,,,,
"Late review! Pero mabilis ko sya nareceived, tama lahat yung pinadala ni seller. Lahat dumating in good condition and thankfully walang basag or scratches. ",,,,
...........................................................Sulit na sulit mabait pa si  seller.............,,,,
Ganda ng product ☺️☺️☺️☺️☺️☺️☺️🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰..will order again ☺️☺️☺️☺️☺️☺️☺️☺️ thanks seller 🥰☺️☺️☺️☺️☺️☺️☺️☺️☺️,,,,
"very good item, thank you seller, love it, sobrang tibay, mas matibay sa relayson nila ---- ✌️😃  shout out dun sa kabit ng tito ko na maraming utang",,,,
"Haven't tried it yet kasi kinakabahan ako ahahhaha

MAMAMOO COMEBACK ON JUNE 2 !!!!!!
MAMAMOO COMEBACK ON JUNE 2 !!!!!!
MAMAMOO COMEBACK ON JUNE 2 !!!!!!
MAMAMOO COMEBACK ON JUNE 2 !!!!!!",,,,
"What you pay is what you get. Okay naman po yung item, yung tempered di ko pa nakakabit pero yubg tripod okay naman po. Thank you seller. Thank you shopeeeeeee",,,,
"You have successfully created your own  promo with keyword GOSURFBE34 via Globe Prepaid GoSAKTO. Now enjoy 20MB surfing valid for 15 day/s. To check your balance or stop your created promo, dial *143#. Promo extended until 9/30/19. Per DTI-FTEB Permit No. 18914, Series of 2019. This promo is covered",,,,
Second time to order and it never fails to deliver! No cracks kasi packaged well siya. Thank you po seller! God bless you po! ,,,,
NASAYANG UNG PERA KO SA DALAWA TEMPERED GLASS NABILI KO SANA NAMAN I CHECK NYO ITEM KUNG AYOS TAPOS BAWAL PA REFUND YAWA,,,,
Maganda po sya safe naman dumating wlang damage yung item nagustohan ko naman po sya legit na legit sya tama naman yung dumating salamat seller,,,,
"Safe kahit carton lang ang cover.
Thanks Seller! 😊😊😊

Jajshsuwksjahsgshsujzjhssj
Hsshsisjsjhs
Shshshsijssjyshshssh",,,,
"mabilis po naship, walang damage nung natanggap
maganda at mura rin po yung items

maraming salamat po sa seller at courier",,,,
"Ang ganda di nga nababasag ako pa namn yung tipo ng tao na di titigil sa kakatuklap nung tempered Hanggang mabasag eh ngayon ang hirap na tuklapin kasi ang dikit tapos di rin nababasag pag tinutuklap thanks seller keep safe everyone.............
Sensya na diko napo na picturan naka dikit napo e",,,,
Fast shipping. Well packed. Great items. Accomodating seller. Sayang lang hindi ako marunong maginstall ng ceramic film. 😅 Dami tuloy bubbles. Pero overall the best store. Highly recommended ❤️,,,,
"This is my first time buying a lot of screen protectors online and I was contemplating before placing the order but nevertheless the Seller assured me by updating and sending me photos before shipping the items. All items are complete, shipped and delivered immediately. We will surely buy again. Ty.",,,,
******The review has been hidden due to inappropriate content.******,,,,
Maganda yung item solid pero hindi naka bubble wrap sana next time yun yung i ano ng seller hehehe,,,,
"Nag-expire na ang iyong subscription. Regular browsing rate ang babayaran kung walang internet promo. Para malaman ang browsing rate, dial *143# > Mobile Internet Promos > Regular Browsing Rates.",,,,
"Maganda naman, mabilis siya dumating ang ganda ng quality for it's price pasensya na sa picture hindi ko na kasi napicturan yung pinakapackage.",,,,
"Sale all items!! 
Price start @20 
Preloved tops 
Branded tops
Taytay tops
Mens Shirt
Skirt
Pants 
Jumper 
Dress
Taslan and Denim Short

Bago mag mine make sure na may pambayad Hehehe! Pass sa bogus buyer 🙄
Pm sa new Miner 😊
No cancellation!
2 days reservation!
Mop: Gcash & Palawan
Location: Rosar",,,,
Thank you seller for sending me complete orders to come on and I will be order again to get a new one for the next time and I noticed that the item was a good one ,,,,
Got my items secured and safe. Seller is very responsive and sends picture of the items before the delivery. She also puts fragile sticker on the top front of the package for the rider to know. Thank you seller!! Satisfied customer here☺️💓,,,,
excellent quality very accommodating seller well packaged will order again item shipped immediately jsbnakamwnusizk,,,,
"THANKS SELLER.. Good quality, no damaged and very responsive seller. Nag send din siya ng picture before shipping . Will definitely buy again. Thannnnnkssssssssssss♥️♥️♥️♥️♥️ . ",,,,
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,,
"Thank you seller! Well-packaged and secured na secured! Nakarating siya sakin ng maayos at walang sira! Kudos din sa delivery boy, grabe close ko na siya HAHAHAHAHA salamat salamat!!!!",,,,
2nd time na bumili for stock na this time kasi maganda talaga ang quality ng item then may picture pang sinend sakin Kaya okay na okay bilis rin ng shipping,,,,
Maganda at walang damages salamat seller jsjsjakbsushshsjdjdjsjjwjshdhusjajsjsjajjahshsjajjashhsjajsjsjsjjajsjs,,,,
Received order in good condition well packed.. No damaged. Thank you! I love the case its perfectly fit to my phone ❤️❤️😊😊i am so happy thank you thank you soo mucchhhhhh.. Will order again.. I love the quality of the products😊 😊 Im glad i choose this shop and ordered some.,,,,
SUPER GANDA NG ITEM. WHAt YOU SEE IS WHAT YOU GET🥰🥰🥰🤩🤩🤩 MABAIT DIN SI SELLER NAG SESEND DIN PIC BEFORE I SHIP🤩🤩🥰🥰 WILL ORDER AGAIN.,,,,
My order is complete! The product is in good condition. the seller never fail to give a good service. I will definitely order again. Thank you seller and shoppee 😊,,,,
"sakto sya sa realme 5i. may lobo lobo lang konti. pero maayos naman siguro yun. 🙃🙃🙃 salamat shopee😇😇😇😇😇
thanks seller😇🤗🤗
will order again😇😇",,,,
Ganda gagi akala ko matigas sya like tempered hindi pala bwhahahajaa anyways 24 hrs lang sya naideliver galing soaper bilis! Very recommended,,,,
medjo natahalan lang sa pagship out pero okay naman yung service. they will send you a pic before shipping..product is also good for its price. thank you so much..^^..,,,,
This is very very nice. Ganda ng quality and Shipment and delivery was super fast. The price is affordable and they had the size I needed,,,,
"The items are really great considering it's price, it's easy to install just like a normal tempered glass but this one is flexible, and the matte finish is what I really love perfect for pasmado na hands and perfect for gaming!",,,,
Thank you ang ganda at ang mura second order ko na to yung una ko kasing order mali pag kalagay ko. Ang ganda niya salamat sa shopee at sa seller😊,,,,
order received thankyouuu maganda sya lalo na yung tempered kaso yung case di kasya yung saksakan ng chager need palakihin yung butas😅 ,,,,
mabilis siya dumating at as always nakapack ng super secured kaya dumating naman ng buo sakin. sana lang po bago ipa-ship paki-check po ng mga items hehe. overall 10/10 pa rin kasi mabait ang seller at accomodating. thank you po sa effort 💜 ,,,,
Thank you for fast shipment. Sakto lang sya sa phone ko na R6. God Bless.. 🥰🥰,,,,
Sure ba na mapoprotektahan nito yung phone? Kasi ang nipis niya eh. Mahal to sa mga mall eh. Parang ayaw ko itry sa phone ko. Okay kaya to?,,,,
"Screen protector lang pala sya kala ko tempered huehue, peero maganda naman, lalagyan ko nalang sya tempered sa ilalim, keri naman sa sulit amount❤️",,,,
"Good product ,well package.and the seller is very accommodating thumbs up for the seller. Definitely will order again in the future",,,,
I received complete items in good condition. In-install ko na siya agad and ang ganda ng quality for an affordable price. Thank you seller and thank you rin kay Kuyang nagdeliver! 🥺♥️,,,,
Nagsend si seller ng picture before shipping out the items. The items arrived in good condition. Will definitely order again,,,,
💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚,,,,
"Sayang..
Subrang laki ng TG nya tapoos may mga boubbles yung tg.haysstt😔😔😔",,,,
Better to take advantage on this kind of item especially if you know how to put tempered glass on your fone. Good quality and affordable price 😊,,,,
"Salamat sobra sa Shopee lalo na sa Seller ang ganda swak sa budget. Bili na kayo ang ganda nito ang mura pa, sa Palengke kasi ang mahal ng ceramic 200pesos buti merong shopee. Sa sunod ulit bili ako sa shop niyo thanks😊.",,,,
Akala ko basag na kase ganto yung pagkaka pack. Wala man lang bubble wrap. Ok naman,,,,
All Goods naman mabilis lng Madumihan so Kapag mag lagay kayo sa Kulob na Lugar kasi kapag nahanginan nalalagyan agad ng Dumi so Puro bubbles ang ending nun pero all in Goods tlaga siya order pa ako ulit 👍,,,,
"I won a $1 reward from ClipClaps,open ClipClaps to share bonus with me. #eyJpZCI6IjI1MjEyOTkiLCJ0eXBlIjoyfQ==# https://www.clipclaps.com/?activity_lucky_roll=2521299",,,,
Maganda ung product! 100% sa gnda... satisfied costumer here...mabilis din dumting...I recommend this seller! thank you!,,,,
Hehshshsushussbisbsjsbsisbsisnssbsushsusfsusgsu dyd dyd dgd dgd syd sgd dyd dyd dgd dgd syd good naman maganda haha,,,,
"Everything is in excellent quality and well packaged!!!

Thank you so much seller!!

Will definitely order again~


❤️❤️❤️❤️❤️",,,,
"Bilis dumating po. 2 or 3 days lang ata nandito na 😍😍
Super satisfied po sa ceramic tempered glass na ito ❤️❤️ Kompleto po yung 5 orders ko ❤️ Ndi ko lng na pic yung iba kc nabigay ko na sa may ari e hehe 
Trusted po si seller napakabait po ❤️❤️🤗",,,,
present bike present to you as well if you could switch with someone's life and get the job done and when they will be there to take the car 🚙 to and from the from home for that matter as soon 🔜 as possible and will take you to the next step is the first form step in the tale that suggest the best,,,,
"Manipis and flexible, pero hindi ko pa po ginamit... Working pa naman ang tampered glass ko, but maybe anytime soon papalitan ko na ..",,,,
"THIS IS MY 2ND TIME TO ORDER 
AND NAGSESEND NG PICTURE YUNG SELLER BEFORE ISHIPOUT SO 5 STAR ⭐⭐⭐⭐⭐",,,,
Maganda at matibay safe and secured pa. Salamat po sa seller at kay kuya nag deliver GODBLESSYOU both 🙏😇👆 sure order again next time ,,,,
it was delivered on time and the packaging were so thick and organized.....thank you so much...the quality of the were great and my friends would probably order again.....,,,,
"di maganda di Dumikit sa cp ko aytss 😓 Nakaka disapointed ee Kala ko didikit di pala , tapos ung Rider na una di deneliver saken Update nako ng update wala paren . ",,,,
"Received today. Responsive seller, nagsend pa ng pic bago ma ship. Thanks for that. Will order again soon. Thanks shopee. ",,,,
Very satisfied ❤️❤️❤️❤️❤️❤️❤️❤️ murang mura pa... Very affordable ☺️☺️☺️☺️❤️❤️❤️❤️❤️.. Will order again thank youuu.. With picture pa bago iship. Very accommodating si seller.. ,,,,
"well packaged naman siya alam mong iniingatan talaga.
beware! hindi siya tulad ng tempered glass na eme eme lang, maganda talaga siya legit 22o HD
sa phone case naman sulit din maganda quality.
responsive seller, ia-update ka niya sa order mo. 
item was shipped agad agad walang eme. 
yun lang. ",,,,
"Safe naman, walang sira and mabilis dumating",,,,
"May gasgas ampota
May gasgas ampota
May gasgas ampota
May gasgas ampota
May gasgas ampota
May gasgas ampota
May gasgas ampota",,,,
"2nd time ordering, ganda ng packaging walang tatalo sa tatlong karton na magkakapatong HAHAHAHAHA thank you seller sa pagship ng maayos sa package ko, i will order again soon 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏💗💗💗👏💗💗💗💗💗",,,,
"Super affordable this product👍👍👍
Sulit ang pagbili unlike sa market napaka laki ng madidiscount mo dito🤩🤩
Very recommended ko to☺️☺️☺️",,,,
"But you'll never know unless you walk in my shoes
You'll never know eongkyeobeorin nae kkeun
'Cause everybody sees what they wanna see
It's easier to judge me than to believe

gipi sumgyeotdeon nalgeun saenggakdeul
Gakkeum nareul japgo goeropijiman
Geureolsurok I'ma shine, baby
You know they ain't g",,,,
Isa lang masasabi ko WOW sobrang gandaa as in kapag nakapatay siya no trace and hinfi makikita dinaman siya privacy tempered pero ansmooth ng pagtatouch na ss phone ,,,,
Maganda no damage.. Naikabit na sa phone ng bf ko. Nagustuhan rin nya kasi pang gaming talaga sya.. Oorder ako ulit para sa phone ko. Thank u seller,,,,
Nothing beats a ceramic tempered glass... I am so glad to know this product because it saves a lot of money on buying the ordinary tempered glass that is very easy to break... Thank you seller... I can recommend this store to others.,,,,
Ok naman yung mga items... Murang mura na. Bilis dn maideliver.. oorder pa ako ulit sa susunod...👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,,
"Seller is really responsive, even sends a picture of product before shipment. no damage and nakabox siya pagdating as I requested. It's funny how they write i next to 5 to say it's for rm 5i but don't worry if you receive something like this,5 and 5i has the same screen ratio. Fits perfectly, ty",,,,
